pushup_pose,pose_world_landmarks
0,"[ 6.28977597e-01  2.13358656e-01 -9.14072245e-02  9.99896646e-01
  6.51573539e-01  1.84831977e-01 -9.01723132e-02  9.99592602e-01
  6.52811110e-01  1.86819583e-01 -7.81227872e-02  9.99715745e-01
  6.52154922e-01  1.86720356e-01 -8.10883194e-02  9.99657393e-01
  6.61350727e-01  1.88742653e-01 -1.36049822e-01  9.99876618e-01
  6.58753216e-01  1.90913349e-01 -1.48836583e-01  9.99961019e-01
  6.51943862e-01  1.92787498e-01 -1.25302106e-01  9.99950528e-01
  6.24440074e-01  9.18126479e-02 -1.19199241e-02  9.99871612e-01
  5.64475238e-01  6.50110617e-02 -1.71807319e-01  9.99945045e-01
  6.14132106e-01  2.00753897e-01 -5.09149395e-02  9.99629617e-01
  5.72832584e-01  1.88042372e-01 -1.22370481e-01  9.99858379e-01
  4.58567888e-01  3.57338972e-02  1.40607387e-01  9.99933362e-01
  5.37546754e-01  4.93009165e-02 -1.07048780e-01  9.99994397e-01
  4.24469113e-01  8.03203136e-02  3.07648301e-01  1.26181439e-01
  3.61542463e-01  4.30044234e-02 -3.10166687e-01  9.94181812e-01
  4.16401863e-01  2.46788293e-01  5.09794116e-01  4.14269343e-02
  3.51767004e-01  1.90859258e-01 -5.02206683e-01  9.99751866e-01
  4.78164107e-01  2.38557249e-01  5.52696884e-01  1.18063629e-01
  4.27295923e-01  2.27434158e-01 -5.81113935e-01  9.99869347e-01
  5.04978657e-01  2.29792565e-01  5.37338078e-01  1.42721668e-01
  4.61982250e-01  2.49456286e-01 -5.37806690e-01  9.99867916e-01
  4.17559296e-01  2.62408793e-01  5.09384394e-01  1.54607326e-01
  3.75929594e-01  2.04216167e-01 -4.97549444e-01  9.99710381e-01
 -2.03799177e-03  6.58136560e-06  1.26057923e-01  9.99896526e-01
  1.06453700e-02  3.04517546e-03 -1.22732915e-01  9.99975204e-01
 -3.90423536e-01  5.05564287e-02  1.53425366e-01  1.32197201e-01
 -3.49685609e-01  1.11107260e-01 -1.88910976e-01  9.96647298e-01
 -7.72379220e-01  1.34084120e-01  2.77355492e-01  7.58321404e-01
 -7.33236134e-01  1.30872667e-01 -2.18883172e-01  9.99207795e-01
 -8.08775425e-01  1.25220031e-01  2.97411084e-01  9.08488154e-01
 -7.63933003e-01  1.41861618e-01 -2.58070678e-01  9.98319805e-01
 -7.64414489e-01  2.30816707e-01  2.74899721e-01  9.40427125e-01
 -7.13427961e-01  2.48512760e-01 -3.21193486e-01  9.98749375e-01]"
0,"[ 0.36964071  0.00763978 -0.66175365  0.99996471  0.37697339 -0.04316855
 -0.67232513  0.99994648  0.37290448 -0.04325733 -0.65889198  0.99993324
  0.37166956 -0.04417443 -0.66167551  0.99996483  0.36047891 -0.04401365
 -0.68883216  0.99997151  0.35630828 -0.04314807 -0.70384115  0.99997056
  0.3458592  -0.03811786 -0.67805886  0.99997771  0.3506369  -0.0314449
 -0.56898624  0.9999603   0.18545082 -0.08787999 -0.61068445  0.99991238
  0.35915855  0.04581312 -0.60205841  0.99991274  0.29837152  0.03362405
 -0.64168698  0.99984276  0.39183682 -0.01594613 -0.35692403  0.9999907
  0.1313864   0.03209566 -0.38837636  0.99988139  0.41773728  0.09085316
 -0.19286534  0.25471991 -0.05985449  0.12721579 -0.30737606  0.946922
  0.37659264  0.27171582 -0.06084404  0.61376572  0.0279158   0.24084114
 -0.22903675  0.97415519  0.44436577  0.27611613 -0.04876623  0.71321267
  0.06740466  0.28806818 -0.29915759  0.96667826  0.38960138  0.27670798
 -0.0756402   0.75373876  0.15418173  0.28865129 -0.29797193  0.96995258
  0.34208637  0.2924839  -0.06195518  0.74533212  0.07043748  0.24420252
 -0.23828442  0.94511795  0.07687159 -0.00725944  0.09250455  0.99979407
 -0.07185046  0.00922555 -0.08978546  0.99983358 -0.23304273  0.00493105
  0.32064074  0.00360289 -0.2612927   0.05459615  0.18865748  0.35989913
 -0.42525411  0.06624593  0.6358875   0.01267899 -0.54138881  0.04496956
  0.53812587  0.30364928 -0.43963373  0.05931566  0.68166953  0.02537176
 -0.56147146  0.05400882  0.54701984  0.2222641  -0.39724174  0.13669971
  0.72101027  0.06129348 -0.5248884   0.17684484  0.55619931  0.30463809]"
1,"[-0.00255015 -0.23066868 -0.74287331  0.99691403  0.01782701 -0.24613203
 -0.7528311   0.99494731  0.01420292 -0.24117145 -0.73863935  0.9934141
  0.01376492 -0.24417636 -0.74399579  0.99480337 -0.00799591 -0.25433582
 -0.76017797  0.99708837 -0.00449979 -0.25516278 -0.77970886  0.99740607
 -0.00440056 -0.23722991 -0.7546317   0.99810153  0.08649091 -0.26799443
 -0.65424639  0.99787283 -0.07564801 -0.22977072 -0.65414894  0.99788851
  0.0353403  -0.23289455 -0.6899339   0.99553454 -0.00681534 -0.20664766
 -0.71462905  0.99666375  0.1962955  -0.23347658 -0.48336127  0.99993718
 -0.13147804 -0.31476915 -0.44101298  0.99984539  0.28480574 -0.0340738
 -0.50693339  0.98394787 -0.22450329 -0.03357314 -0.49495426  0.99466622
  0.3428883   0.20788309 -0.48237166  0.88546598 -0.25041661  0.19061084
 -0.5388279   0.97103035  0.36856782  0.21539158 -0.50084317  0.75901794
 -0.2334232   0.21413314 -0.60385108  0.89489758  0.31990442  0.2323513
 -0.52136844  0.8018468  -0.16476905  0.19923519 -0.61076534  0.91336566
  0.33258322  0.24623883 -0.49056342  0.73887008 -0.22520199  0.20263243
 -0.55817133  0.8770355   0.09551357  0.01101652  0.02246171  0.99998367
 -0.09579962 -0.01351826 -0.02389493  0.99998784  0.09731333  0.25028789
  0.32600227  0.50494576 -0.10662672  0.12826484  0.3565152   0.44729495
  0.09580097  0.31886315  0.70156217  0.51825696 -0.15510146  0.25197536
  0.72124898  0.57102197  0.07811816  0.32681102  0.74977279  0.17921089
 -0.16340639  0.2611205   0.72144032  0.18836027  0.07576581  0.4131068
  0.72666609  0.64468133 -0.16867593  0.32099414  0.66688609  0.64263564]"
0,"[-4.33578312e-01  3.70453373e-02 -6.42494619e-01  9.29890573e-01
 -4.15498823e-01 -2.35681739e-02 -6.58497870e-01  9.51422036e-01
 -4.11994964e-01 -2.24467460e-02 -6.46193981e-01  9.36885238e-01
 -4.14718658e-01 -2.24185623e-02 -6.46728635e-01  9.59215164e-01
 -4.61365551e-01 -1.71047002e-02 -6.55194521e-01  9.47652519e-01
 -4.57063943e-01 -2.04389170e-02 -6.71809494e-01  9.47638333e-01
 -4.45986956e-01 -2.51283813e-02 -6.48338377e-01  9.69683766e-01
 -2.95350790e-01 -9.45068896e-02 -5.96902192e-01  9.74109828e-01
 -4.04315203e-01 -1.93725191e-02 -5.48527539e-01  9.57701623e-01
 -3.88215333e-01  2.98719481e-02 -6.06189132e-01  9.37303305e-01
 -4.02830333e-01  4.26593758e-02 -6.21558070e-01  9.49767232e-01
 -9.10898596e-02 -5.47892898e-02 -4.37815070e-01  9.88702178e-01
 -5.15639246e-01 -2.77765431e-02 -2.70981967e-01  9.94133413e-01
  1.46206960e-01 -5.59027083e-02 -4.06024933e-01  9.90337133e-01
 -4.84943867e-01 -4.93232086e-02 -7.02598244e-02  1.30696101e-02
  9.58288759e-02  1.38139203e-01 -2.96471953e-01  9.35782194e-01
 -5.16826332e-01  1.24722689e-01 -4.65308269e-03  1.13242298e-01
  5.56525886e-02  2.03198105e-01 -2.99222499e-01  9.06397760e-01
 -5.85098803e-01  1.24295317e-01 -3.31224948e-02  2.40871415e-01
  7.52626965e-03  1.96288139e-01 -3.04390371e-01  9.15388644e-01
 -5.94012737e-01  1.12566665e-01 -4.42027636e-02  2.77925760e-01
  8.45172107e-02  1.41916782e-01 -2.96670586e-01  8.88928175e-01
 -5.21606326e-01  1.37116626e-01 -1.03809051e-02  2.52557755e-01
  7.04459175e-02 -6.63982006e-04 -5.24449609e-02  9.74098384e-01
 -7.57650435e-02 -3.95473326e-03  5.07596023e-02  9.72944975e-01
  3.81686717e-01 -2.87024099e-02  1.68611243e-01  2.58439213e-01
  1.89529330e-01 -2.04178523e-02  2.44927630e-01  7.72645976e-03
  5.57579219e-01 -7.86512643e-02  5.00609457e-01  3.98055315e-01
  4.49544877e-01 -3.58124264e-02  5.67497194e-01  3.37684900e-02
  5.73551238e-01 -5.80225289e-02  5.40123105e-01  5.73234737e-01
  4.69999373e-01 -1.93803217e-02  5.67144334e-01  1.47568449e-01
  5.78766704e-01  7.51796514e-02  5.49740911e-01  2.11726353e-01
  4.06580329e-01  9.26130638e-02  5.67607105e-01  3.06136273e-02]"
1,"[-0.6838432   0.10552751 -0.11284101  0.99993789 -0.69110805  0.07018241
 -0.14798869  0.9998703  -0.69147432  0.07111293 -0.13568871  0.99988544
 -0.69188052  0.07171874 -0.13886631  0.999897   -0.71197462  0.06075681
 -0.13040417  0.99993062 -0.70938993  0.05922677 -0.14292252  0.9999547
 -0.69691736  0.05430231 -0.12252808  0.99996567 -0.62541318 -0.0295851
 -0.20857352  0.99990582 -0.60991412 -0.04480188 -0.05975707  0.99993396
 -0.64948446  0.06392157 -0.11729689  0.99963081 -0.62427121  0.05685653
 -0.10458915  0.9996959  -0.46667022  0.00729536 -0.19547662  0.9997676
 -0.52978402 -0.05994463  0.16757049  0.99889201 -0.48764953  0.26598176
 -0.24727681  0.95197928 -0.42670128  0.18389738  0.16843988  0.02451021
 -0.50875872  0.46668196 -0.13803825  0.95462775 -0.44409692  0.3956092
  0.10694514  0.04861841 -0.56313258  0.5108043  -0.14082794  0.95927286
 -0.50020295  0.38549531  0.08545167  0.08097863 -0.57255977  0.49606404
 -0.11502285  0.95694166 -0.53692645  0.37055463  0.06037269  0.08698513
 -0.50668818  0.46193844 -0.12637052  0.92285824 -0.46973231  0.40482593
  0.09084658  0.08132768  0.00570896  0.01988901 -0.07302013  0.99980778
 -0.01021891 -0.02159176  0.07364177  0.99965     0.38989425  0.1897328
 -0.01465481  0.81741476  0.29614073  0.11991628  0.18964161  0.01918536
  0.69034803  0.32165959  0.08759965  0.93363386  0.64400852  0.30247462
  0.33230796  0.12227362  0.71540189  0.36240238  0.10580807  0.95281672
  0.66942734  0.32819939  0.30712849  0.25196293  0.64186436  0.46827003
  0.09239932  0.94879961  0.58501559  0.40995747  0.28793392  0.37289584]"
0,"[-7.16709971e-01 -1.39909640e-01 -9.10377428e-02  9.99635696e-01
 -6.98958576e-01 -1.75401136e-01 -1.12157091e-01  9.99670506e-01
 -6.97892666e-01 -1.77066535e-01 -1.01871513e-01  9.99642611e-01
 -6.99963748e-01 -1.76129803e-01 -1.03888132e-01  9.99773443e-01
 -7.11109579e-01 -1.91298842e-01 -9.98366922e-02  9.99734342e-01
 -7.08840072e-01 -1.92476049e-01 -1.11088052e-01  9.99688387e-01
 -6.94750190e-01 -1.93405837e-01 -9.07061622e-02  9.99771655e-01
 -5.84036589e-01 -2.22393885e-01 -1.63101032e-01  9.99770939e-01
 -5.80946445e-01 -2.21145824e-01 -2.28039380e-02  9.99534130e-01
 -6.65944695e-01 -1.56158105e-01 -9.22953337e-02  9.99579608e-01
 -6.45489097e-01 -1.50576770e-01 -8.41393992e-02  9.99306798e-01
 -4.23512131e-01 -1.71086311e-01 -1.72363237e-01  9.99946594e-01
 -4.92671400e-01 -2.20300823e-01  1.82808757e-01  9.99360502e-01
 -3.18093061e-01 -1.46245390e-01 -3.64916593e-01  9.77737904e-01
 -3.54360342e-01 -1.61900312e-01  3.10305625e-01  2.37985631e-03
 -4.21204954e-01 -1.51214302e-02 -4.28237230e-01  9.49526608e-01
 -4.57617015e-01 -2.18690410e-02  4.19300824e-01  3.36999670e-02
 -4.65826213e-01  1.08444691e-03 -4.41201508e-01  9.31452274e-01
 -4.87798631e-01 -4.14421409e-02  4.21699941e-01  5.66741154e-02
 -4.86953318e-01  1.64312124e-03 -4.31483835e-01  9.25356269e-01
 -5.35519063e-01 -4.28764671e-02  3.99916977e-01  5.88105321e-02
 -4.23687637e-01 -1.42754614e-02 -4.29924250e-01  8.53984714e-01
 -4.87335294e-01 -1.45105720e-02  4.05657470e-01  5.46925105e-02
  3.99291283e-03  5.98071725e-04 -8.59174356e-02  9.99562442e-01
 -8.74833390e-03 -5.36713563e-03  8.49825367e-02  9.99206960e-01
  3.40882093e-01  1.91759795e-01 -1.22772075e-01  1.66429088e-01
  3.07226270e-01  1.45077646e-01  7.51783028e-02  3.08456761e-03
  7.04914868e-01  3.38980973e-01 -1.37485027e-01  3.22911084e-01
  6.82974100e-01  3.76601934e-01  1.04703933e-01  1.00488104e-02
  7.31930971e-01  3.76509905e-01 -1.36180028e-01  4.03245777e-01
  7.07866430e-01  4.06126797e-01  7.10414648e-02  4.68824767e-02
  6.59703016e-01  4.81681556e-01 -1.78764686e-01  3.65084201e-01
  6.32376432e-01  5.01375496e-01  4.27820757e-02  2.75940970e-02]"
0,"[ 0.63079214  0.09527212 -0.16506796  0.99952674  0.64773649  0.0690648
 -0.15729445  0.99932325  0.64792812  0.07162203 -0.1482453   0.99932194
  0.64833879  0.07100132 -0.15122035  0.99951982  0.65118313  0.07349274
 -0.20222671  0.99961263  0.64947438  0.0772958  -0.21610841  0.99972433
  0.6393882   0.08135389 -0.19319788  0.99981159  0.61540568  0.00875937
 -0.08751307  0.99960822  0.54499567 -0.01986842 -0.21374081  0.99971718
  0.61116338  0.09100325 -0.12341221  0.99922669  0.56979984  0.08427291
 -0.18940996  0.99942243  0.44180179 -0.00191705  0.08023474  0.99958509
  0.47522822 -0.02205096 -0.14086609  0.99988997  0.26500031  0.04024046
  0.06340407  0.08546367  0.22687969  0.01649188 -0.15075369  0.9961642
  0.3414385   0.17750725  0.00588558  0.04151781  0.34265944  0.14197168
 -0.05678627  0.99598277  0.40749371  0.18131854  0.002175    0.07857928
  0.41882074  0.19256943 -0.08854897  0.9924292   0.43412516  0.18457103
 -0.00448952  0.08068945  0.49687842  0.18231811 -0.06564572  0.99165571
  0.34882858  0.19144489 -0.00546642  0.07196447  0.38744998  0.14135219
 -0.05109975  0.98256785  0.0060772   0.00586166  0.10497002  0.99974746
  0.00147739 -0.0036317  -0.10657509  0.9998951  -0.42095408  0.04936308
  0.09779972  0.07776034 -0.36187187  0.08155518 -0.06098208  0.87953138
 -0.79921317  0.07872122  0.17525257  0.33184376 -0.7597928   0.02092454
  0.03360039  0.90408766 -0.8395313   0.06509673  0.19201751  0.61516601
 -0.79607487  0.01694981  0.00761294  0.84003431 -0.87106842  0.15115345
  0.1830125   0.58568239 -0.80715567  0.11419219 -0.03268142  0.87927693]"
0,"[ 5.85800707e-01  2.23290831e-01 -7.26098344e-02  9.99674559e-01
  6.12227917e-01  2.00808018e-01 -7.31314644e-02  9.99221206e-01
  6.12787724e-01  2.02064514e-01 -6.10533319e-02  9.99522924e-01
  6.12836778e-01  2.02544257e-01 -6.48803040e-02  9.99395490e-01
  6.20264709e-01  2.06085861e-01 -1.13604315e-01  9.99410868e-01
  6.18030429e-01  2.07907870e-01 -1.26237080e-01  9.99770701e-01
  6.08315110e-01  2.12367699e-01 -1.04356520e-01  9.99714434e-01
  6.11397862e-01  1.19744413e-01 -6.70823129e-03  9.99644160e-01
  5.36740899e-01  9.85329747e-02 -1.42880708e-01  9.99587119e-01
  5.77809572e-01  2.10453779e-01 -3.17571312e-02  9.98467982e-01
  5.34595728e-01  2.03357100e-01 -9.65593606e-02  9.98975635e-01
  4.65482444e-01  1.37967952e-02  1.41054481e-01  9.99928474e-01
  5.09813368e-01  8.20601583e-02 -8.18040296e-02  9.99988794e-01
  3.04067165e-01 -5.03777489e-02  2.49515414e-01  3.49064887e-01
  2.53929734e-01  4.74220961e-02 -1.78749382e-01  9.95295107e-01
  2.58617163e-01  1.65257603e-01  3.84322196e-01  6.96548373e-02
  2.38778815e-01  1.79707065e-01 -2.70331144e-01  9.99510765e-01
  3.17970961e-01  1.64132610e-01  4.08007354e-01  1.50529325e-01
  3.13120753e-01  2.11944848e-01 -3.32823247e-01  9.99719322e-01
  3.30211401e-01  1.73722401e-01  3.83643299e-01  1.70403793e-01
  3.67370278e-01  2.23704904e-01 -2.94188857e-01  9.99745309e-01
  2.54993558e-01  1.89325437e-01  3.79122198e-01  1.52533695e-01
  2.71865547e-01  1.88998133e-01 -2.67188787e-01  9.99562204e-01
  6.68535940e-03 -1.64340362e-02  1.26675010e-01  9.99786437e-01
 -3.69834830e-04  1.94809455e-02 -1.24732606e-01  9.99921679e-01
 -4.17781085e-01  4.61774580e-02  1.50402039e-01  1.44382730e-01
 -3.63514543e-01  9.09965113e-02 -7.69228786e-02  9.61465299e-01
 -7.89683998e-01  4.60852385e-02  2.33135641e-01  5.54057360e-01
 -7.52321243e-01  2.27324702e-02  1.47978514e-02  9.86489534e-01
 -8.24815273e-01  2.69972235e-02  2.48915970e-01  8.37896526e-01
 -7.84528196e-01  1.58241950e-02 -1.09499097e-02  9.89084065e-01
 -8.01602900e-01  1.00395843e-01  2.56067216e-01  8.69886637e-01
 -7.70564675e-01  1.10108912e-01 -5.50364563e-03  9.85990942e-01]"
1,"[-7.08296716e-01 -1.76242590e-02 -1.21410586e-01  9.99772608e-01
 -7.03905880e-01 -5.83433732e-02 -1.55456871e-01  9.99545276e-01
 -7.04250216e-01 -5.81086725e-02 -1.41560346e-01  9.99607742e-01
 -7.04902649e-01 -5.75933605e-02 -1.44366845e-01  9.99623537e-01
 -7.22882211e-01 -7.19627962e-02 -1.33868098e-01  9.99722302e-01
 -7.21114874e-01 -7.25112334e-02 -1.47148371e-01  9.99817073e-01
 -7.08172083e-01 -7.48813525e-02 -1.26198471e-01  9.99866366e-01
 -6.12366736e-01 -1.39947593e-01 -2.10330650e-01  9.99704778e-01
 -6.07748926e-01 -1.46974668e-01 -5.92095703e-02  9.99752223e-01
 -6.67232275e-01 -4.84101996e-02 -1.26776576e-01  9.99018431e-01
 -6.44556820e-01 -4.81432676e-02 -1.12708107e-01  9.99218702e-01
 -4.46291447e-01 -5.43425940e-02 -1.98670611e-01  9.99731362e-01
 -5.37752450e-01 -1.60938993e-01  1.76337615e-01  9.99278963e-01
 -4.14794058e-01  1.91768572e-01 -2.35717833e-01  9.35857654e-01
 -4.25821275e-01  6.85413107e-02  1.70779780e-01  9.77759995e-03
 -4.24804866e-01  3.85927707e-01 -1.10241972e-01  9.55083668e-01
 -4.50833559e-01  2.84612238e-01  8.65703076e-02  1.22958981e-01
 -4.78485972e-01  4.23645198e-01 -1.08400948e-01  9.62551475e-01
 -4.97557372e-01  2.76197582e-01  5.53558357e-02  2.46146396e-01
 -4.95237052e-01  4.09810603e-01 -8.93163756e-02  9.60800052e-01
 -5.24917185e-01  2.59809166e-01  3.23614925e-02  2.53536433e-01
 -4.22684819e-01  3.84790748e-01 -9.96659324e-02  9.19233918e-01
 -4.72116828e-01  2.90265173e-01  6.74448609e-02  2.26895303e-01
 -7.39432871e-04  2.20452026e-02 -7.73664936e-02  9.99660254e-01
 -2.43649026e-03 -2.43765283e-02  7.85878077e-02  9.99557078e-01
  3.67597431e-01  1.56471983e-01 -1.10341990e-02  7.22334981e-01
  3.08699667e-01  7.69649372e-02  1.78832427e-01  2.13536415e-02
  7.25610256e-01  2.14800969e-01  9.92984697e-02  8.91090095e-01
  6.93299174e-01  2.12952748e-01  3.43894243e-01  1.17681652e-01
  7.53538609e-01  2.46317655e-01  1.14166595e-01  8.74222696e-01
  7.20415413e-01  2.32916623e-01  3.18255872e-01  2.56466568e-01
  6.71881199e-01  3.43437731e-01  8.53557065e-02  9.10499454e-01
  6.28315389e-01  3.01745594e-01  2.97426999e-01  3.41143906e-01]"
0,"[-0.6691525   0.25369126 -0.0338403   0.9999727  -0.676413    0.2171964
 -0.07031155  0.99997914 -0.6757248   0.21564162 -0.06025533  0.99997985
 -0.67750394  0.21740729 -0.06281963  0.99998689 -0.69493574  0.20189102
 -0.04865303  0.99998164 -0.69287884  0.20056815 -0.05942173  0.99997866
 -0.68054914  0.19120039 -0.03902083  0.9999826  -0.62338197  0.09679481
 -0.16235006  0.99998915 -0.60753167  0.05594169  0.02258973  0.99997294
 -0.64029086  0.20087616 -0.0470015   0.99996793 -0.61662495  0.18482792
 -0.02483774  0.999933   -0.46865186  0.06679552 -0.17028829  0.99998879
 -0.53324467 -0.02508927  0.23404114  0.99965012 -0.3832337   0.11140472
 -0.36214814  0.99385947 -0.41060963  0.00840074  0.35578355  0.00427078
 -0.43197107  0.25639796 -0.38707706  0.99198896 -0.44081211  0.18778054
  0.44437456  0.032932   -0.48308003  0.29210317 -0.3985247   0.98903775
 -0.48857436  0.18110558  0.4485217   0.0552246  -0.49351591  0.28393409
 -0.37808773  0.9868173  -0.52532375  0.20097286  0.42313862  0.05448927
 -0.43526468  0.24868885 -0.38250908  0.96939588 -0.46307069  0.21140024
  0.42982337  0.05069134  0.00509785  0.02518445 -0.09800201  0.99996841
 -0.01124721 -0.02694529  0.09619868  0.99991679  0.4065161   0.0911278
 -0.13900718  0.96917599  0.34181505  0.00780541  0.13748892  0.05829269
  0.78531086  0.12936293 -0.1672655   0.99442011  0.77400357  0.05617355
  0.21833259  0.26530561  0.82458359  0.16031981 -0.16443314  0.99340457
  0.81013036  0.07359201  0.18838772  0.54118681  0.77790159  0.29118913
 -0.19173791  0.99338961  0.77936333  0.21519485  0.18303066  0.50042725]"
1,"[-0.61521178  0.16920044 -0.35408303  0.99995828 -0.60773796  0.12661949
 -0.39360771  0.99993515 -0.60658991  0.12957129 -0.37804574  0.99995387
 -0.6083793   0.1313487  -0.38187873  0.99995399 -0.62717217  0.11850022
 -0.36618406  0.99995005 -0.62774068  0.11573214 -0.38459352  0.99996698
 -0.61439949  0.11105436 -0.36022744  0.99996984 -0.52514827  0.02733131
 -0.46727887  0.99996901 -0.5084911   0.00774868 -0.29221034  0.99993587
 -0.57720798  0.13137527 -0.36369154  0.99993765 -0.55408764  0.11994203
 -0.34795922  0.99990928 -0.34537429  0.05005582 -0.42751712  0.99990022
 -0.52911872 -0.02018288 -0.05034068  0.99989307 -0.32322854  0.29612401
 -0.50369823  0.97327381 -0.46311074  0.19924375 -0.00388567  0.18279769
 -0.3348977   0.48701224 -0.46318722  0.98951948 -0.49045178  0.40931666
 -0.0641299   0.81496036 -0.37045541  0.53813535 -0.48689091  0.99363434
 -0.54708207  0.40131968 -0.10406019  0.91158527 -0.4007763   0.52322602
 -0.46824357  0.99388087 -0.57313746  0.38117343 -0.13893576  0.91307032
 -0.3381702   0.48390648 -0.45580184  0.97913146 -0.50626862  0.41490147
 -0.09048178  0.89327604  0.03512323  0.00851119 -0.07738122  0.99920076
 -0.04094333 -0.01067964  0.07743877  0.9993493   0.38866946  0.11784153
  0.10975568  0.68249816  0.25865787  0.07157786  0.326314    0.0549816
  0.71284634  0.19014341  0.25763682  0.98687601  0.639552    0.16908577
  0.60525179  0.64930284  0.7444402   0.22567189  0.27570924  0.96072769
  0.66500288  0.19179523  0.59533983  0.76231533  0.68807471  0.33083439
  0.23037352  0.98716402  0.58903682  0.30195704  0.57113957  0.85405737]"
0,"[ 0.14203812 -0.05443844 -0.80082709  0.9999876   0.15733168 -0.07309394
 -0.8060258   0.99997735  0.15235575 -0.06797887 -0.79396319  0.99996209
  0.15336305 -0.07075002 -0.79841065  0.99997616  0.1359729  -0.08786295
 -0.82414961  0.99998808  0.13863052 -0.08622237 -0.84251446  0.99998403
  0.13766089 -0.06905115 -0.81906664  0.99998784  0.20139815 -0.10356302
 -0.69271052  0.99998438  0.03714191 -0.08103016 -0.72912562  0.99997818
  0.16442938 -0.05929816 -0.7389769   0.99994421  0.12068252 -0.03701989
 -0.77261609  0.99994826  0.26620856 -0.13255157 -0.50089604  0.99999642
 -0.06963166 -0.21133308 -0.47815982  0.99997854  0.47689825 -0.06927308
 -0.46675318  0.95636791 -0.32837933 -0.07426976 -0.51402283  0.98181009
  0.48970836  0.14032704 -0.39451569  0.74459273 -0.38548133  0.15238312
 -0.55806404  0.75341994  0.50781113  0.12605874 -0.39424118  0.49156484
 -0.36926532  0.16794161 -0.61797595  0.4272145   0.44773474  0.14704733
 -0.40815544  0.58753711 -0.29046988  0.15685862 -0.61679494  0.50394714
  0.47513935  0.17280674 -0.39530703  0.52435404 -0.35904446  0.1641897
 -0.57170105  0.3905316   0.09014388  0.0165325   0.03257021  0.99961215
 -0.08890262 -0.01968171 -0.03484743  0.9996233  -0.07304642  0.10148282
  0.33086002  0.00529683 -0.21897289 -0.00230128  0.34900698  0.01125237
 -0.09497854  0.1473444   0.75558007  0.00121957 -0.3106488   0.0765686
  0.71326184  0.00584847 -0.11273368  0.14706679  0.81063962  0.00115084
 -0.31777951  0.07779271  0.71555459  0.00285029 -0.12624662  0.20698602
  0.83864683  0.00292264 -0.28970718  0.11746281  0.70822132  0.00792185]"
0,"[ 0.69454396  0.13922703 -0.22315192  0.99940848  0.70897841  0.10321259
 -0.21864237  0.9990766   0.70970106  0.10305514 -0.20611426  0.99906272
  0.70904374  0.10179435 -0.20907518  0.99934548  0.71558666  0.10358027
 -0.26413587  0.99961275  0.71272147  0.10380789 -0.27719399  0.99975091
  0.70296836  0.107365   -0.25460282  0.99982291  0.6642701   0.02701169
 -0.12683608  0.99965155  0.58515859 -0.00674326 -0.28327879  0.99957365
  0.67157191  0.13885924 -0.17686117  0.99918216  0.62849718  0.12689018
 -0.24613033  0.99944001  0.53574479  0.00704401  0.04028759  0.99961001
  0.4954105  -0.0028824  -0.1963678   0.99991012  0.51927435  0.07272749
  0.20918643  0.04304194  0.23990925  0.03001669 -0.31057689  0.99282008
  0.62455672  0.26689985  0.36050928  0.07434391  0.33564126  0.20109627
 -0.37949693  0.99914026  0.69714588  0.27480394  0.38895389  0.18040369
  0.40709198  0.25471166 -0.45065075  0.99921227  0.71316808  0.26858863
  0.37127125  0.20946445  0.46721622  0.26803768 -0.41735515  0.99916208
  0.62395269  0.28460073  0.35543716  0.20157352  0.37121326  0.21173847
 -0.37611684  0.99803787  0.02718733  0.01119053  0.12962756  0.99943751
 -0.01951882 -0.00952644 -0.12726071  0.999731   -0.34920105  0.02824594
  0.24169211  0.01275515 -0.32557443  0.06567779  0.00658553  0.52770078
 -0.66493154  0.06524915  0.44094518  0.06116162 -0.68582976  0.02473692
  0.21867988  0.73398924 -0.69454521  0.04838924  0.4702636   0.18025176
 -0.71486175  0.02585436  0.20208548  0.66424733 -0.67849004  0.12634769
  0.48159125  0.27168074 -0.69345719  0.1364214   0.18444405  0.73948509]"
